,"=""ïiî‘""","=""â¡çHê}ïÑçÜ""","=""ê›ïœïÑçÜ""","=""ïiñº""","=""ÉXÉeÅ[É^ÉX""","=""î≠íçãÊï™""","=""êÆîıé∫""","=""êÆîıé∫ñº""","=""éËîzãÊï™""","=""çHíˆì‡äOêª""","=""çHíˆÉRÅ[Éh""","=""édì¸êÊñº/çHèÍñº""","=""î≠ëóèÍèä""","=""î≠ëóèÍèäñº""","=""éÛãããÊï™""","=""å„çHíˆì‡äOêª""","=""å„çHíˆÉRÅ[Éh""","=""å„çHíˆédì¸êÊñº/çHèÍñº""","=""éÛì¸èÍèä""","=""éÛì¸èÍèäñº""","=""î†éÌóﬁ""",é˚óeêî,äÓèÄç›å…ì˙êî,äÓèÄç›å…ñáêî,ÉTÉCÉNÉãä‘äu,"=""ÉTÉCÉNÉãâÒêî""",ÉTÉCÉNÉãèÓïÒ,"=""çXêV""","=""çXêVé“""","=""ç≈èIçXêVì˙éû""","=""É}ÉCÉiÉXïKóvêîóLñ≥""",ìñåéïKóvêî,"=""ìñåéâ“ì≠ì˙êî""",óÇåéïKóvêî,"=""óÇåéâ“ì≠ì˙êî""",óÇÅXåéïKóvêî,"=""óÇÅXåéâ“ì≠ì˙êî""",óÇÅXÅXåéïKóvêî,"=""óÇÅXÅXåéâ“ì≠ì˙êî""",1(ã‡),2(ìy),3(ì˙),4(åé),5(âŒ),6(êÖ),7(ñÿ),8(ã‡),9(ìy),10(ì˙),11(åé),12(âŒ),13(êÖ),14(ñÿ),15(ã‡),16(ìy),17(ì˙),18(åé),19(âŒ),20(êÖ),21(ñÿ),22(ã‡),23(ìy),24(ì˙),25(åé),26(âŒ),27(êÖ),28(ñÿ),29(ã‡),30(ìy),31(ì˙),ìñåéåvéZêî,óÇåéåvéZêî,óÇÅXåéåvéZêî,óÇÅXÅXåéåvéZêî,1(ã‡).1,2(ìy).1,3(ì˙).1,4(åé).1,5(âŒ).1,6(êÖ).1,7(ñÿ).1,8(ã‡).1,9(ìy).1,10(ì˙).1,11(åé).1,12(âŒ).1,13(êÖ).1,14(ñÿ).1,15(ã‡).1,16(ìy).1,17(ì˙).1,18(åé).1,19(âŒ).1,20(êÖ).1,21(ñÿ).1,22(ã‡).1,23(ìy).1,24(ì˙).1,25(åé).1,26(âŒ).1,27(êÖ).1,28(ñÿ).1,29(ã‡).1,30(ìy).1,31(ì˙).1,î[ì¸âÒêîÅiä‘äuÅj,î[ì¸âÒêîÅiâÒêîÅj,î[ì¸âÒêîÅiíxÇÍÅj,î†éÌóﬁ,î†èdó 
182,"=""90564-51A091""","=""""","=""""","=""SHIM""","=""égópíÜ""","=""Ç©ÇÒÇŒÇÒ""","=""1Y""","=""ëÊÇPçHèÍ""","=""éËîz""","=""Ço""","=""6454""","=""ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì""","=""01""","=""""","=""Å\Å\""","=""Çl""","=""01""","=""ëÊÇP""","=""1Y""","=""à¿èÈëÊÇPçHèÍ""","=""TP-131  ›÷≥""",      100,  0.93, 3.0,1,"=""01""",  0.73,"=""""","=""""","=""""","=""""",          0,"=""20.0""",          0,"=""18.0""",          0,"=""21.0""",          0,"=""21.0""",          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,1,04, 8.04,TP341Ã¿≈º,   6.970
183,"=""90564-51A092""","=""""","=""""","=""SHIM""","=""égópíÜ""","=""Ç©ÇÒÇŒÇÒ""","=""1Y""","=""ëÊÇPçHèÍ""","=""éËîz""","=""Ço""","=""6454""","=""ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì""","=""01""","=""""","=""Å\Å\""","=""Çl""","=""01""","=""ëÊÇP""","=""1Y""","=""à¿èÈëÊÇPçHèÍ""","=""TP-131  ›÷≥""",      100,  0.93, 3.0,1,"=""01""",  0.73,"=""""","=""""","=""""","=""""",          0,"=""20.0""",          0,"=""18.0""",          0,"=""21.0""",          0,"=""21.0""",          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,1,04, 8.04,ÇsÇoÇRÇSÇQÉtÉ^ÉAÉä,  10.680
184,"=""90564-51A093""","=""""","=""""","=""SHIM""","=""égópíÜ""","=""Ç©ÇÒÇŒÇÒ""","=""1Y""","=""ëÊÇPçHèÍ""","=""éËîz""","=""Ço""","=""6454""","=""ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì""","=""01""","=""""","=""Å\Å\""","=""Çl""","=""01""","=""ëÊÇP""","=""1Y""","=""à¿èÈëÊÇPçHèÍ""","=""TP-131  ›÷≥""",      100,  0.93, 3.0,1,"=""01""",  0.73,"=""""","=""""","=""""","=""""",          0,"=""20.0""",          0,"=""18.0""",          0,"=""21.0""",          0,"=""21.0""",          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,1,04, 8.04,ÇsÇoÇRÇSÇQÉtÉ^ÉAÉä,  10.680
185,"=""90564-51A094""","=""""","=""""","=""SHIM""","=""égópíÜ""","=""Ç©ÇÒÇŒÇÒ""","=""1Y""","=""ëÊÇPçHèÍ""","=""éËîz""","=""Ço""","=""6454""","=""ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì""","=""01""","=""""","=""Å\Å\""","=""Çl""","=""01""","=""ëÊÇP""","=""1Y""","=""à¿èÈëÊÇPçHèÍ""","=""TP-131  ›÷≥""",      100,  0.93, 3.0,1,"=""01""",  0.73,"=""""","=""""","=""""","=""""",          0,"=""20.0""",          0,"=""18.0""",          0,"=""21.0""",          0,"=""21.0""",          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,1,04, 8.04,TP341Ã¿≈º,   6.970
186,"=""90564-51A095""","=""""","=""""","=""SHIM""","=""égópíÜ""","=""Ç©ÇÒÇŒÇÒ""","=""1Y""","=""ëÊÇPçHèÍ""","=""éËîz""","=""Ço""","=""6454""","=""ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì""","=""01""","=""""","=""Å\Å\""","=""Çl""","=""01""","=""ëÊÇP""","=""1Y""","=""à¿èÈëÊÇPçHèÍ""","=""TP-131  ›÷≥""",      100,  0.93, 3.0,1,"=""01""",  0.73,"=""""","=""""","=""""","=""""",          0,"=""20.0""",          0,"=""18.0""",          0,"=""21.0""",          0,"=""21.0""",          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,1,01, 1.38,ÇsÇoÇRÇRÇPÉtÉ^ÉiÉV,   5.837
187,"=""90564-51A096""","=""""","=""""","=""SHIM""","=""égópíÜ""","=""Ç©ÇÒÇŒÇÒ""","=""1Y""","=""ëÊÇPçHèÍ""","=""éËîz""","=""Ço""","=""6454""","=""ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì""","=""01""","=""""","=""Å\Å\""","=""Çl""","=""01""","=""ëÊÇP""","=""1Y""","=""à¿èÈëÊÇPçHèÍ""","=""TP-131  ›÷≥""",      100,  0.93, 3.0,1,"=""01""",  0.73,"=""""","=""""","=""""","=""""",          0,"=""20.0""",          0,"=""18.0""",          0,"=""21.0""",          0,"=""21.0""",          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,1,04, 8.04,ÇsÇoÇRÇSÇQÉtÉ^ÉAÉä,  10.680
188,"=""90564-51A097""","=""""","=""""","=""SHIM""","=""égópíÜ""","=""Ç©ÇÒÇŒÇÒ""","=""1Y""","=""ëÊÇPçHèÍ""","=""éËîz""","=""Ço""","=""6454""","=""ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì""","=""01""","=""""","=""Å\Å\""","=""Çl""","=""01""","=""ëÊÇP""","=""1Y""","=""à¿èÈëÊÇPçHèÍ""","=""TP-131  ›÷≥""",      100,  0.93, 3.0,1,"=""01""",  0.73,"=""""","=""""","=""""","=""""",          0,"=""20.0""",          0,"=""18.0""",          0,"=""21.0""",          0,"=""21.0""",          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,1,06, 5.76,ÇsÇoÇRÇRÇPÉtÉ^ÉiÉV,  11.970
189,"=""90564-51A098""","=""""","=""""","=""SHIM""","=""égópíÜ""","=""Ç©ÇÒÇŒÇÒ""","=""1Y""","=""ëÊÇPçHèÍ""","=""éËîz""","=""Ço""","=""6454""","=""ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì""","=""01""","=""""","=""Å\Å\""","=""Çl""","=""01""","=""ëÊÇP""","=""1Y""","=""à¿èÈëÊÇPçHèÍ""","=""TP-131  ›÷≥""",      100,  0.93, 3.0,1,"=""01""",  0.73,"=""""","=""""","=""""","=""""",          0,"=""20.0""",          0,"=""18.0""",          0,"=""21.0""",          0,"=""21.0""",          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,1,02, 3.64,ÇsÇoÇPÇRÇPÉtÉ^ÉiÉV,   0.370
190,"=""90564-51A099""","=""""","=""""","=""SHIM""","=""égópíÜ""","=""Ç©ÇÒÇŒÇÒ""","=""1Y""","=""ëÊÇPçHèÍ""","=""éËîz""","=""Ço""","=""6454""","=""ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì""","=""01""","=""""","=""Å\Å\""","=""Çl""","=""01""","=""ëÊÇP""","=""1Y""","=""à¿èÈëÊÇPçHèÍ""","=""TP-131  ›÷≥""",      100,  0.93, 3.0,1,"=""01""",  0.73,"=""""","=""""","=""""","=""""",          0,"=""20.0""",          0,"=""18.0""",          0,"=""21.0""",          0,"=""21.0""",          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,1,01, 2.12,ÇsÇoÇRÇSÇQÉtÉ^ÉiÉV,   3.440
191,"=""90564-51A100""","=""""","=""""","=""SHIM""","=""égópíÜ""","=""Ç©ÇÒÇŒÇÒ""","=""1Y""","=""ëÊÇPçHèÍ""","=""éËîz""","=""Ço""","=""6454""","=""ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì""","=""01""","=""""","=""Å\Å\""","=""Çl""","=""01""","=""ëÊÇP""","=""1Y""","=""à¿èÈëÊÇPçHèÍ""","=""TP-131  ›÷≥""",      100,  0.93, 3.0,1,"=""01""",  0.73,"=""""","=""""","=""""","=""""",          0,"=""20.0""",          0,"=""18.0""",          0,"=""21.0""",          0,"=""21.0""",          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,1,06, 5.76,ÇsÇoÇRÇRÇPÉtÉ^ÉiÉV,  11.530
192,"=""90564-51A101""","=""""","=""""","=""SHIM""","=""égópíÜ""","=""Ç©ÇÒÇŒÇÒ""","=""1Y""","=""ëÊÇPçHèÍ""","=""éËîz""","=""Ço""","=""6454""","=""ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì""","=""01""","=""""","=""Å\Å\""","=""Çl""","=""01""","=""ëÊÇP""","=""1Y""","=""à¿èÈëÊÇPçHèÍ""","=""TP-131  ›÷≥""",      100,  0.93, 3.0,1,"=""01""",  0.73,"=""""","=""""","=""""","=""""",          0,"=""20.0""",          0,"=""18.0""",          0,"=""21.0""",          0,"=""21.0""",          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,1,01, 1.79,ÇsÇoÇRÇRÇPÉtÉ^ÉAÉä,   5.700
